good morning	0.0 0.0
hi	0.0
hi hello what can i help you with today may i have may i have a table in seoul uhm sorry london for well eight people in a moderate price range	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
hi hello what can i help you with today may i have may i have a table in seoul uhm sorry london for well eight people in a moderate price range i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today may i have may i have a table in seoul uhm sorry london for well eight people in a moderate price range i'm on it <SILENCE> any preference on a type of cuisine i i love japanese food oh no spanish food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0
hi hello what can i help you with today may i have may i have a table in seoul uhm sorry london for well eight people in a moderate price range i'm on it <SILENCE> any preference on a type of cuisine i i love japanese food oh no spanish food ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today can sorry yeah can you make a restaurant reservation in london in a moderate price range for four sorry eight people	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
hi hello what can i help you with today can sorry yeah can you make a restaurant reservation in london in a moderate price range for four sorry eight people i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today can sorry yeah can you make a restaurant reservation in london in a moderate price range for four sorry eight people i'm on it <SILENCE> any preference on a type of cuisine i love i love spanish food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0
hi hello what can i help you with today can sorry yeah can you make a restaurant reservation in london in a moderate price range for four sorry eight people i'm on it <SILENCE> any preference on a type of cuisine i love i love spanish food ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello	0.0
hello hello what can i help you with today i'd i'd like to book a table for uhm eight people with british food no with spanish food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0
hello hello what can i help you with today i'd i'd like to book a table for uhm eight people with british food no with spanish food i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0
hello hello what can i help you with today i'd i'd like to book a table for uhm eight people with british food no with spanish food i'm on it <SILENCE> where should it be in in uhm paris	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 0.0
hello hello what can i help you with today i'd i'd like to book a table for uhm eight people with british food no with spanish food i'm on it <SILENCE> where should it be in in uhm paris which price range are looking for i am looking sorry yeah i am looking for a cheap restaurant	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
hello hello what can i help you with today i'd i'd like to book a table for uhm eight people with british food no with spanish food i'm on it <SILENCE> where should it be in in uhm paris which price range are looking for i am looking sorry yeah i am looking for a cheap restaurant ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello	0.0
hello hello what can i help you with today can you book a can you book a table in bombay no in london in a moderate uhm sorry expensive price range	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0
hello hello what can i help you with today can you book a can you book a table in bombay no in london in a moderate uhm sorry expensive price range i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello hello what can i help you with today can you book a can you book a table in bombay no in london in a moderate uhm sorry expensive price range i'm on it <SILENCE> any preference on a type of cuisine i love british food no sorry italian food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0
hello hello what can i help you with today can you book a can you book a table in bombay no in london in a moderate uhm sorry expensive price range i'm on it <SILENCE> any preference on a type of cuisine i love british food no sorry italian food how many people would be in your party we will we will be eight	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0
hello hello what can i help you with today can you book a can you book a table in bombay no in london in a moderate uhm sorry expensive price range i'm on it <SILENCE> any preference on a type of cuisine i love british food no sorry italian food how many people would be in your party we will we will be eight ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good morning	0.0 0.0
good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive sorry moderate price range in london for eight no for six	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0
good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive sorry moderate price range in london for eight no for six i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0
good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive sorry moderate price range in london for eight no for six i'm on it <SILENCE> any preference on a type of cuisine with spanish food no with french food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 0.0 0.0
good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive sorry moderate price range in london for eight no for six i'm on it <SILENCE> any preference on a type of cuisine with spanish food no with french food ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hi	0.0 1.0
hi hi hello what can i help you with today can you book can you book a table in bangkok sorry in london in a cheap price range sorry in a moderate price range for eight	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0
hi hi hello what can i help you with today can you book can you book a table in bangkok sorry in london in a cheap price range sorry in a moderate price range for eight i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hi hello what can i help you with today can you book can you book a table in bangkok sorry in london in a cheap price range sorry in a moderate price range for eight i'm on it <SILENCE> any preference on a type of cuisine with spanish food	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0
hi hi hello what can i help you with today can you book can you book a table in bangkok sorry in london in a cheap price range sorry in a moderate price range for eight i'm on it <SILENCE> any preference on a type of cuisine with spanish food ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning	0.0 1.0 0.0
good good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation for eight uhm sorry for two	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0
good good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation for eight uhm sorry for two i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0
good good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation for eight uhm sorry for two i'm on it <SILENCE> any preference on a type of cuisine i love spanish food	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0
good good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation for eight uhm sorry for two i'm on it <SILENCE> any preference on a type of cuisine i love spanish food where should it be in london in london	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0
good good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation for eight uhm sorry for two i'm on it <SILENCE> any preference on a type of cuisine i love spanish food where should it be in london in london which price range are looking for in a moderate price range in a moderate price range please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0
good good morning hello what can i help you with today can you make a restaurant can you make a restaurant reservation for eight uhm sorry for two i'm on it <SILENCE> any preference on a type of cuisine i love spanish food where should it be in london in london which price range are looking for in a moderate price range in a moderate price range please ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today may i uhm yeah may i have a table for two in a well expensive price range with italian cuisine	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
hi hello what can i help you with today may i uhm yeah may i have a table for two in a well expensive price range with italian cuisine i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today may i uhm yeah may i have a table for two in a well expensive price range with italian cuisine i'm on it <SILENCE> where should it be in hanoi no in rome	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0
hi hello what can i help you with today may i uhm yeah may i have a table for two in a well expensive price range with italian cuisine i'm on it <SILENCE> where should it be in hanoi no in rome ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hi	0.0 1.0
hi hi hello what can i help you with today can you book can you book a table in a cheap price range for eight no two people in uhm madrid with italian food	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
hi hi hello what can i help you with today can you book can you book a table in a cheap price range for eight no two people in uhm madrid with italian food i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hi hello what can i help you with today can you book can you book a table in a cheap price range for eight no two people in uhm madrid with italian food i'm on it <SILENCE> ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning	0.0 1.0 0.0
good good morning hello what can i help you with today may i uhm yeah may i have a table in seoul oh no in madrid in a cheap price range	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
good good morning hello what can i help you with today may i uhm yeah may i have a table in seoul oh no in madrid in a cheap price range i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning hello what can i help you with today may i uhm yeah may i have a table in seoul oh no in madrid in a cheap price range i'm on it <SILENCE> any preference on a type of cuisine with indian cuisine no with french cuisine	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 0.0 0.0
good good morning hello what can i help you with today may i uhm yeah may i have a table in seoul oh no in madrid in a cheap price range i'm on it <SILENCE> any preference on a type of cuisine with indian cuisine no with french cuisine how many people would be in your party for for four please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0
good good morning hello what can i help you with today may i uhm yeah may i have a table in seoul oh no in madrid in a cheap price range i'm on it <SILENCE> any preference on a type of cuisine with indian cuisine no with french cuisine how many people would be in your party for for four please ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi uhm yeah hi	0.0 1.0 1.0 1.0
hi uhm yeah hi hello what can i help you with today i'd like to i'd like to book a table with british cuisine in madrid in a expensive price range	0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
hi uhm yeah hi hello what can i help you with today i'd like to i'd like to book a table with british cuisine in madrid in a expensive price range i'm on it <SILENCE>	0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi uhm yeah hi hello what can i help you with today i'd like to i'd like to book a table with british cuisine in madrid in a expensive price range i'm on it <SILENCE> how many people would be in your party for for two people no sorry for eight people please	0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0
hi uhm yeah hi hello what can i help you with today i'd like to i'd like to book a table with british cuisine in madrid in a expensive price range i'm on it <SILENCE> how many people would be in your party for for two people no sorry for eight people please ok let me look into some options for you <SILENCE>	0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good morning	0.0 0.0
good morning hello what can i help you with today can you make a restaurant reservation	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0
good morning hello what can i help you with today can you make a restaurant reservation i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good morning hello what can i help you with today can you make a restaurant reservation i'm on it <SILENCE> any preference on a type of cuisine with french with french food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0
good morning hello what can i help you with today can you make a restaurant reservation i'm on it <SILENCE> any preference on a type of cuisine with french with french food where should it be hanoi uhm sorry madrid please	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0
good morning hello what can i help you with today can you make a restaurant reservation i'm on it <SILENCE> any preference on a type of cuisine with french with french food where should it be hanoi uhm sorry madrid please how many people would be in your party for eight sorry six people please	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 0.0 0.0 0.0
good morning hello what can i help you with today can you make a restaurant reservation i'm on it <SILENCE> any preference on a type of cuisine with french with french food where should it be hanoi uhm sorry madrid please how many people would be in your party for eight sorry six people please which price range are looking for i am looking i am looking for a well expensive restaurant	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0
